设备信息
设备型号：Redmi 4
系统版本：6.0.1
GPU信息： Qualcomm, Adreno (TM) 506, OpenGL ES 3.1 V@145.0 (GIT@I74772a33ad)
设备内存：2.78G
屏幕分辨率：1080x1920
应用程序分辨率：1080x1920
屏幕密度：480dpi
电池健康情况：health

安装报告：
安装失败  INSTALL_FAILED_ALREADY_EXISTS
2020-04-28 17:58:22
该次安装结果不计入整体报告
电量使用报告:
共耗电12.2mA，详细耗电情况为 cpu=12.2 sensor=0.0106

CPU占有率报告:
+--------------+--------+---------+-----------+------------------------+---------------------+
| serialNumber | CPU(%) | user(%) | kernel(%) |         faults         |      timestamp      |
|     168      |   110527   | 2020-04-28 18:07:54 |
|     169      |   110583   | 2020-04-28 18:07:57 |
|     170      |   110615   | 2020-04-28 18:08:00 |
|     171      |   110663   | 2020-04-28 18:08:04 |
|     172      |   110671   | 2020-04-28 18:08:07 |
|     173      |   110719   | 2020-04-28 18:08:11 |
|     174      |   110727   | 2020-04-28 18:08:14 |
|     175      |   110771   | 2020-04-28 18:08:17 |
|     176      |   110779   | 2020-04-28 18:08:21 |
|     177      |   110827   | 2020-04-28 18:08:24 |
|     178      |   110845   | 2020-04-28 18:08:27 |
|     179      |   110911   | 2020-04-28 18:08:31 |
|     180      |   110935   | 2020-04-28 18:08:34 |
|     181      |   110947   | 2020-04-28 18:08:38 |
|     182      |   110915   | 2020-04-28 18:08:41 |
|     183      |   110931   | 2020-04-28 18:08:44 |
|     184      |   110915   | 2020-04-28 18:08:48 |
|     185      |   110931   | 2020-04-28 18:08:51 |
|     186      |   110915   | 2020-04-28 18:08:54 |
|     187      |   110931   | 2020-04-28 18:08:58 |
|     188      |   110915   | 2020-04-28 18:09:01 |
|     189      |   110931   | 2020-04-28 18:09:05 |
|     190      |   110915   | 2020-04-28 18:09:08 |
|     191      |   110931   | 2020-04-28 18:09:11 |
|     192      |   110915   | 2020-04-28 18:09:15 |
|     193      |   110931   | 2020-04-28 18:09:18 |
|     194      |   110915   | 2020-04-28 18:09:22 |
|     195      |   110931   | 2020-04-28 18:09:25 |
|     196      |   110915   | 2020-04-28 18:09:28 |
|     197      |   110931   | 2020-04-28 18:09:32 |
|     198      |   110915   | 2020-04-28 18:09:35 |
|     199      |   110931   | 2020-04-28 18:09:38 |
|     200      |   110915   | 2020-04-28 18:09:42 |
+--------------+------------+---------------------+
